Date,Last,Volume
2021-10-03 18:00:00,974.5,5
2021-10-03 18:00:01,974.5,1
2021-10-03 18:00:01,974.1,1
2021-10-03 18:00:01,974.0,2
2021-10-03 18:00:02,974.3,1
2021-10-03 18:00:02,974.0,13
2021-10-03 18:00:02,974.3,1
2021-10-03 18:00:14,973.6,1
2021-10-03 18:00:15,973.5,1
2021-10-03 18:00:16,973.4,2
2021-10-03 18:00:19,973.5,2
2021-10-03 18:00:19,973.6,1
2021-10-03 18:00:19,973.7,1
2021-10-03 18:00:20,973.3,1
2021-10-03 18:00:20,973.2,1
2021-10-03 18:00:25,973.6,1
2021-10-03 18:00:31,973.7,2
2021-10-03 18:00:38,974.0,1
2021-10-03 18:00:40,974.1,2
2021-10-03 18:00:41,974.2,1
2021-10-03 18:00:42,974.4,1
2021-10-03 18:00:51,974.4,2
2021-10-03 18:00:55,973.3,2
2021-10-03 18:01:01,973.3,4
2021-10-03 18:01:04,974.2,1
2021-10-03 18:01:04,973.8,1
2021-10-03 18:01:08,973.8,3
2021-10-03 18:01:21,974.2,1
2021-10-03 18:01:23,973.9,1
2021-10-03 18:01:23,973.8,1
2021-10-03 18:01:25,973.9,1
2021-10-03 18:01:34,973.9,1
2021-10-03 18:01:36,973.9,1
2021-10-03 18:01:44,974.3,1
2021-10-03 18:01:44,974.4,1
2021-10-03 18:01:58,973.8,1
2021-10-03 18:02:10,974.3,2
2021-10-03 18:02:11,974.3,10
2021-10-03 18:02:17,974.2,2
2021-10-03 18:02:17,974.1,1
2021-10-03 18:02:25,974.0,5
2021-10-03 18:02:37,973.8,8
2021-10-03 18:02:37,973.7,2
2021-10-03 18:02:43,973.6,5
2021-10-03 18:04:21,974.1,1
2021-10-03 18:05:01,973.7,2
2021-10-03 18:05:20,974.1,1
2021-10-03 18:05:51,974.9,1
2021-10-03 18:05:51,975.0,1
2021-10-03 18:05:51,975.2,1
2021-10-03 18:05:51,975.3,1
2021-10-03 18:05:51,975.4,2
2021-10-03 18:05:51,975.5,2
2021-10-03 18:05:51,977.0,1
2021-10-03 18:06:02,975.6,1
2021-10-03 18:06:02,975.5,1
2021-10-03 18:06:08,975.5,3
2021-10-03 18:06:09,976.0,5
2021-10-03 18:06:09,975.5,1
2021-10-03 18:06:09,975.6,1
2021-10-03 18:06:13,975.5,3
2021-10-03 18:06:41,975.5,1
2021-10-03 18:10:12,975.5,4
2021-10-03 18:10:31,976.1,4
2021-10-03 18:10:42,976.1,1
2021-10-03 18:11:41,975.6,1
2021-10-03 18:11:41,975.5,4
2021-10-03 18:11:42,975.9,1
2021-10-03 18:12:50,976.0,1
2021-10-03 18:12:54,976.0,4
2021-10-03 18:13:24,976.5,1
2021-10-03 18:13:58,976.9,1
2021-10-03 18:14:15,976.9,1
2021-10-03 18:15:00,975.7,1
2021-10-03 18:15:00,975.6,1
2021-10-03 18:19:42,977.0,1
2021-10-03 18:19:48,977.0,4
2021-10-03 18:19:48,976.8,1
2021-10-03 18:20:23,977.4,1
2021-10-03 18:20:31,977.1,1
2021-10-03 18:20:34,977.5,2
2021-10-03 18:21:02,976.8,1
2021-10-03 18:24:21,978.0,5
2021-10-03 18:24:21,978.6,4
2021-10-03 18:24:21,979.1,1
2021-10-03 18:24:21,979.8,20
2021-10-03 18:24:21,980.0,14
2021-10-03 18:24:21,981.0,2
2021-10-03 18:24:21,981.1,1
2021-10-03 18:24:21,979.7,12
2021-10-03 18:24:21,979.8,1
2021-10-03 18:24:48,979.5,2
2021-10-03 18:25:37,979.2,1
2021-10-03 18:25:37,979.0,2
2021-10-03 18:26:02,979.6,1
2021-10-03 18:26:02,979.8,2
2021-10-03 18:26:04,979.9,4
2021-10-03 18:26:04,980.0,5
2021-10-03 18:26:38,979.1,1
2021-10-03 18:28:37,979.7,1
2021-10-03 18:28:55,980.0,1
2021-10-03 18:29:00,979.9,2
2021-10-03 18:31:08,980.0,25
2021-10-03 18:33:15,980.5,1
2021-10-03 18:33:43,980.5,1
2021-10-03 18:34:05,979.9,1
2021-10-03 18:34:11,980.0,2
2021-10-03 18:34:11,979.9,2
2021-10-03 18:34:22,980.1,1
2021-10-03 18:35:03,979.5,6
2021-10-03 18:35:38,980.0,4
2021-10-03 18:36:32,980.1,1
2021-10-03 18:36:39,980.1,4
2021-10-03 18:36:40,980.2,1
2021-10-03 18:38:24,980.2,1
2021-10-03 18:40:01,980.0,1
2021-10-03 18:40:01,979.6,1
2021-10-03 18:40:40,980.3,10
2021-10-03 18:41:21,979.5,1
2021-10-03 18:41:21,979.4,1
2021-10-03 18:41:22,979.5,1
2021-10-03 18:41:54,979.0,8
2021-10-03 18:42:09,978.6,1
2021-10-03 18:42:09,978.5,11
2021-10-03 18:43:18,978.5,1
2021-10-03 18:45:01,978.1,1
2021-10-03 18:45:40,978.2,1
