Date,Last,Volume
2021-10-03 18:00:01,1929.5,4
2021-10-03 18:00:01,1927.5,1
2021-10-03 18:00:47,1912.0,1
2021-10-03 18:01:08,1918.0,2
2021-10-03 18:01:35,1912.0,1
2021-10-03 18:02:15,1917.5,1
2021-10-03 18:04:17,1917.5,1
2021-10-03 18:04:20,1906.5,1
2021-10-03 18:35:55,1912.0,1
2021-10-03 18:36:01,1915.0,1
2021-10-03 18:36:39,1915.0,9
2021-10-03 18:37:12,1915.5,1
2021-10-03 18:39:01,1917.0,1
2021-10-03 18:41:43,1918.0,1
2021-10-03 18:42:09,1913.5,1
2021-10-03 19:13:26,1914.5,1
2021-10-03 19:14:15,1914.5,4
2021-10-03 19:28:20,1917.5,3
2021-10-03 19:28:32,1916.5,1
2021-10-03 19:34:25,1915.0,1
2021-10-03 20:08:40,1913.5,2
2021-10-03 20:27:05,1913.5,1
2021-10-03 21:20:06,1907.0,2
2021-10-03 21:20:06,1902.0,1
2021-10-03 21:20:07,1902.5,1
2021-10-03 21:43:29,1901.5,1
2021-10-03 21:44:26,1900.5,1
2021-10-03 21:44:26,1900.0,1
2021-10-03 21:46:45,1898.5,1
2021-10-03 21:46:45,1898.0,1
2021-10-03 22:16:34,1897.0,1
2021-10-03 22:41:09,1897.0,1
2021-10-04 00:57:58,1893.0,1
2021-10-04 00:59:57,1897.0,1
2021-10-04 01:05:44,1897.0,1
2021-10-04 01:30:27,1897.5,2
2021-10-04 02:05:30,1893.5,1
2021-10-04 02:05:30,1893.0,1
2021-10-04 02:05:30,1892.5,2
2021-10-04 02:06:23,1892.0,1
2021-10-04 02:06:51,1892.0,1
2021-10-04 02:07:07,1889.5,7
2021-10-04 02:07:07,1889.0,3
2021-10-04 02:07:12,1891.5,1
2021-10-04 02:09:45,1894.0,1
2021-10-04 02:09:50,1895.0,1
2021-10-04 02:21:09,1892.0,1
2021-10-04 02:24:10,1894.0,1
2021-10-04 02:33:02,1898.0,6
2021-10-04 02:34:02,1898.5,1
2021-10-04 02:40:01,1895.0,1
2021-10-04 02:41:06,1895.0,1
2021-10-04 02:52:01,1894.0,1
2021-10-04 03:00:33,1893.5,2
2021-10-04 03:00:58,1893.5,1
2021-10-04 03:07:06,1895.0,2
