Date,Last,Volume
2021-10-03 18:00:00,5.628,30
2021-10-03 18:00:00,5.634,4
2021-10-03 18:00:00,5.635,2
2021-10-03 18:00:00,5.639,1
2021-10-03 18:00:00,5.647,1
2021-10-03 18:00:00,5.649,1
2021-10-03 18:00:00,5.65,21
2021-10-03 18:00:00,5.634,5
2021-10-03 18:00:00,5.635,1
2021-10-03 18:00:00,5.645,14
2021-10-03 18:00:00,5.644,1
2021-10-03 18:00:00,5.645,1
2021-10-03 18:00:00,5.648,1
2021-10-03 18:00:00,5.647,6
2021-10-03 18:00:00,5.644,5
2021-10-03 18:00:00,5.643,1
2021-10-03 18:00:00,5.636,1
2021-10-03 18:00:00,5.642,1
2021-10-03 18:00:01,5.635,1
2021-10-03 18:00:01,5.636,2
2021-10-03 18:00:01,5.635,3
2021-10-03 18:00:01,5.632,1
2021-10-03 18:00:02,5.633,5
2021-10-03 18:00:02,5.632,1
2021-10-03 18:00:03,5.63,1
2021-10-03 18:00:03,5.634,1
2021-10-03 18:00:04,5.63,4
2021-10-03 18:00:04,5.631,1
2021-10-03 18:00:04,5.632,3
2021-10-03 18:00:04,5.633,4
2021-10-03 18:00:04,5.632,1
2021-10-03 18:00:06,5.636,2
2021-10-03 18:00:06,5.635,2
2021-10-03 18:00:06,5.634,1
2021-10-03 18:00:06,5.633,2
2021-10-03 18:00:06,5.631,1
2021-10-03 18:00:07,5.632,1
2021-10-03 18:00:08,5.63,8
2021-10-03 18:00:09,5.637,1
2021-10-03 18:00:09,5.632,6
2021-10-03 18:00:11,5.631,1
2021-10-03 18:00:12,5.637,3
2021-10-03 18:00:12,5.636,2
2021-10-03 18:00:12,5.637,6
2021-10-03 18:00:12,5.638,2
2021-10-03 18:00:12,5.639,1
2021-10-03 18:00:12,5.64,2
2021-10-03 18:00:12,5.641,1
2021-10-03 18:00:12,5.642,1
2021-10-03 18:00:12,5.643,1
2021-10-03 18:00:12,5.644,1
2021-10-03 18:00:12,5.645,1
2021-10-03 18:00:12,5.646,1
2021-10-03 18:00:12,5.647,2
2021-10-03 18:00:13,5.639,3
2021-10-03 18:00:13,5.638,1
2021-10-03 18:00:13,5.637,1
2021-10-03 18:00:13,5.636,1
2021-10-03 18:00:13,5.633,2
2021-10-03 18:00:13,5.632,2
2021-10-03 18:00:13,5.631,1
2021-10-03 18:00:13,5.639,4
2021-10-03 18:00:13,5.632,8
2021-10-03 18:00:13,5.631,1
2021-10-03 18:00:13,5.63,1
2021-10-03 18:00:14,5.636,1
2021-10-03 18:00:14,5.634,1
2021-10-03 18:00:14,5.632,1
2021-10-03 18:00:14,5.634,1
2021-10-03 18:00:16,5.632,2
2021-10-03 18:00:16,5.634,1
2021-10-03 18:00:16,5.635,2
2021-10-03 18:00:16,5.636,3
2021-10-03 18:00:16,5.638,1
2021-10-03 18:00:16,5.635,2
2021-10-03 18:00:18,5.632,3
2021-10-03 18:00:18,5.631,9
2021-10-03 18:00:18,5.63,2
2021-10-03 18:00:18,5.632,2
2021-10-03 18:00:25,5.632,4
2021-10-03 18:00:25,5.633,1
2021-10-03 18:00:25,5.634,1
2021-10-03 18:00:25,5.635,2
2021-10-03 18:00:25,5.631,1
2021-10-03 18:00:25,5.634,1
2021-10-03 18:00:26,5.632,1
2021-10-03 18:00:26,5.633,1
2021-10-03 18:00:28,5.636,3
2021-10-03 18:00:29,5.634,2
2021-10-03 18:00:29,5.631,1
2021-10-03 18:00:29,5.633,1
2021-10-03 18:00:29,5.634,1
2021-10-03 18:00:29,5.63,1
2021-10-03 18:00:30,5.633,1
2021-10-03 18:00:30,5.631,1
2021-10-03 18:00:32,5.634,10
2021-10-03 18:00:33,5.631,2
2021-10-03 18:00:34,5.633,2
2021-10-03 18:00:34,5.634,1
2021-10-03 18:00:35,5.635,1
2021-10-03 18:00:36,5.636,2
2021-10-03 18:00:38,5.639,13
2021-10-03 18:00:39,5.643,1
2021-10-03 18:00:39,5.64,1
2021-10-03 18:00:41,5.646,1
2021-10-03 18:00:42,5.642,2
2021-10-03 18:00:42,5.64,1
2021-10-03 18:00:42,5.639,2
2021-10-03 18:00:42,5.645,1
2021-10-03 18:00:42,5.643,1
2021-10-03 18:00:42,5.64,1
2021-10-03 18:00:42,5.639,3
2021-10-03 18:00:42,5.645,2
2021-10-03 18:00:42,5.646,2
2021-10-03 18:00:42,5.647,1
2021-10-03 18:00:43,5.648,1
2021-10-03 18:00:44,5.648,2
2021-10-03 18:00:44,5.649,1
2021-10-03 18:00:44,5.65,68
2021-10-03 18:00:44,5.652,2
2021-10-03 18:00:44,5.653,1
2021-10-03 18:00:44,5.654,1
2021-10-03 18:00:44,5.653,1
2021-10-03 18:00:44,5.655,1
2021-10-03 18:00:44,5.66,1
2021-10-03 18:00:45,5.657,2
2021-10-03 18:00:47,5.661,11
2021-10-03 18:00:48,5.658,1
2021-10-03 18:00:48,5.661,1
2021-10-03 18:00:49,5.661,1
2021-10-03 18:00:49,5.662,1
2021-10-03 18:00:49,5.656,2
2021-10-03 18:00:49,5.66,2
2021-10-03 18:00:50,5.663,2
2021-10-03 18:00:50,5.664,3
2021-10-03 18:00:50,5.667,1
2021-10-03 18:00:50,5.67,1
2021-10-03 18:00:50,5.668,2
2021-10-03 18:00:50,5.66,3
2021-10-03 18:00:51,5.662,1
2021-10-03 18:00:51,5.66,1
2021-10-03 18:00:52,5.663,2
2021-10-03 18:00:52,5.667,1
2021-10-03 18:00:52,5.67,1
2021-10-03 18:00:52,5.66,3
2021-10-03 18:00:53,5.666,2
2021-10-03 18:00:53,5.669,1
2021-10-03 18:00:53,5.661,1
