date,open,high,low,close,volume
2021-09-26 18:02:45,1750.0,1750.0,1750.0,1750.0,0
2021-09-26 18:02:50,1750.0,1750.0,1750.0,1750.0,0
2021-09-26 18:02:55,1750.0,1750.0,1750.0,1750.0,0
2021-09-26 18:03:00,1749.6,1749.6,1749.6,1749.6,1
2021-09-26 18:03:05,1749.6,1749.6,1749.6,1749.6,0
2021-09-26 18:03:10,1749.6,1749.6,1749.6,1749.6,0
2021-09-26 18:03:15,1749.9,1750.0,1749.9,1750.0,2
2021-09-26 18:03:20,1750.0,1750.0,1750.0,1750.0,0
2021-09-26 18:03:25,1750.0,1750.0,1750.0,1750.0,0
2021-09-26 18:03:30,1750.1,1750.1,1750.1,1750.1,1
2021-09-26 18:03:35,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:03:40,1750.2,1750.2,1750.2,1750.2,1
2021-09-26 18:03:45,1750.2,1750.2,1750.2,1750.2,2
2021-09-26 18:03:50,1750.2,1750.2,1750.2,1750.2,0
2021-09-26 18:03:55,1750.2,1750.4,1750.2,1750.4,3
2021-09-26 18:04:00,1750.0,1750.0,1749.7,1750.0,13
2021-09-26 18:04:05,1750.1,1750.1,1750.1,1750.1,1
2021-09-26 18:04:10,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:04:15,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:04:20,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:04:25,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:04:30,1750.1,1750.2,1750.1,1750.2,4
2021-09-26 18:04:35,1750.2,1750.2,1750.2,1750.2,0
2021-09-26 18:04:40,1750.3,1750.3,1750.3,1750.3,1
2021-09-26 18:04:45,1750.0,1750.0,1750.0,1750.0,1
2021-09-26 18:04:50,1750.0,1750.0,1750.0,1750.0,0
2021-09-26 18:04:55,1750.0,1750.0,1750.0,1750.0,0
2021-09-26 18:05:00,1750.3,1750.3,1750.3,1750.3,1
2021-09-26 18:05:05,1750.1,1750.1,1749.9,1749.9,6
2021-09-26 18:05:10,1750.1,1750.1,1750.1,1750.1,2
2021-09-26 18:05:15,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:05:20,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:05:25,1749.9,1749.9,1749.9,1749.9,1
2021-09-26 18:05:30,1750.2,1750.3,1750.2,1750.3,3
2021-09-26 18:05:35,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:05:40,1749.9,1749.9,1749.9,1749.9,1
2021-09-26 18:05:45,1749.9,1749.9,1749.9,1749.9,7
2021-09-26 18:05:50,1749.9,1749.9,1749.9,1749.9,0
2021-09-26 18:05:55,1749.9,1749.9,1749.9,1749.9,0
2021-09-26 18:06:00,1749.9,1749.9,1749.9,1749.9,0
2021-09-26 18:06:05,1749.9,1749.9,1749.9,1749.9,0
2021-09-26 18:06:10,1749.9,1749.9,1749.9,1749.9,0
2021-09-26 18:06:15,1749.9,1749.9,1749.9,1749.9,0
2021-09-26 18:06:20,1749.9,1749.9,1749.9,1749.9,0
2021-09-26 18:06:25,1749.8,1749.8,1749.8,1749.8,2
2021-09-26 18:06:30,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:06:35,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:06:40,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:06:45,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:06:50,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:06:55,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:07:00,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:07:05,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:07:10,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:07:15,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:07:20,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:07:25,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:07:30,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:07:35,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:07:40,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:07:45,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:07:50,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:07:55,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:08:00,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:08:05,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:08:10,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:08:15,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:08:20,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:08:25,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:08:30,1749.8,1749.8,1749.8,1749.8,1
2021-09-26 18:08:35,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:08:40,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:08:45,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:08:50,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:08:55,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:09:00,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:09:05,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:09:10,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:09:15,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:09:20,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:09:25,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:09:30,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:09:35,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:09:40,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:09:45,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:09:50,1750.4,1750.4,1750.4,1750.4,2
2021-09-26 18:09:55,1750.1,1750.5,1750.1,1750.5,2
2021-09-26 18:10:00,1750.5,1750.5,1750.5,1750.5,0
2021-09-26 18:10:05,1750.3,1750.3,1750.3,1750.3,1
2021-09-26 18:10:10,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:10:15,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:10:20,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:10:25,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:10:30,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:10:35,1750.3,1750.3,1750.1,1750.1,3
2021-09-26 18:10:40,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:10:45,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:10:50,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:10:55,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:11:00,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:11:05,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:11:10,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:11:15,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:11:20,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:11:25,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:11:30,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:11:35,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:11:40,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:11:45,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:11:50,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:11:55,1751.0,1751.0,1751.0,1751.0,2
2021-09-26 18:12:00,1751.0,1751.0,1751.0,1751.0,0
2021-09-26 18:12:05,1751.0,1751.0,1751.0,1751.0,0
2021-09-26 18:12:10,1751.1,1751.1,1751.1,1751.1,3
2021-09-26 18:12:15,1751.2,1751.2,1751.2,1751.2,1
2021-09-26 18:12:20,1751.2,1751.2,1751.2,1751.2,0
2021-09-26 18:12:25,1751.0,1751.0,1751.0,1751.0,1
2021-09-26 18:12:30,1751.0,1751.0,1751.0,1751.0,0
2021-09-26 18:12:35,1751.0,1751.0,1751.0,1751.0,0
2021-09-26 18:12:40,1751.0,1751.0,1751.0,1751.0,1
2021-09-26 18:12:45,1751.0,1751.0,1751.0,1751.0,0
2021-09-26 18:12:50,1751.0,1751.0,1751.0,1751.0,0
2021-09-26 18:12:55,1751.0,1751.0,1751.0,1751.0,0
2021-09-26 18:13:00,1751.0,1751.0,1751.0,1751.0,0
2021-09-26 18:13:05,1750.8,1750.8,1750.6,1750.6,4
2021-09-26 18:13:10,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:13:15,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:13:20,1750.6,1750.6,1750.6,1750.6,1
2021-09-26 18:13:25,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:13:30,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:13:35,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:13:40,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:13:45,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:13:50,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:13:55,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:14:00,1750.6,1750.6,1750.6,1750.6,1
2021-09-26 18:14:05,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:14:10,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:14:15,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:14:20,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:14:25,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:14:30,1750.4,1750.4,1750.4,1750.4,1
2021-09-26 18:14:35,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:14:40,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:14:45,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:14:50,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:14:55,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:15:00,1750.2,1750.2,1750.1,1750.1,4
2021-09-26 18:15:05,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:15:10,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:15:15,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:15:20,1750.3,1750.3,1750.3,1750.3,3
2021-09-26 18:15:25,1750.3,1750.3,1750.3,1750.3,4
2021-09-26 18:15:30,1750.4,1750.4,1750.4,1750.4,1
2021-09-26 18:15:35,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:15:40,1750.9,1751.0,1750.9,1751.0,5
2021-09-26 18:15:45,1751.0,1751.0,1751.0,1751.0,0
2021-09-26 18:15:50,1750.6,1750.6,1750.6,1750.6,1
2021-09-26 18:15:55,1750.8,1750.8,1750.8,1750.8,1
2021-09-26 18:16:00,1750.8,1750.8,1750.8,1750.8,0
2021-09-26 18:16:05,1750.7,1750.7,1750.7,1750.7,1
2021-09-26 18:16:10,1750.7,1750.7,1750.7,1750.7,0
2021-09-26 18:16:15,1750.7,1750.7,1750.7,1750.7,0
2021-09-26 18:16:20,1750.7,1750.7,1750.7,1750.7,0
2021-09-26 18:16:25,1750.7,1750.7,1750.7,1750.7,0
2021-09-26 18:16:30,1750.7,1750.7,1750.7,1750.7,0
2021-09-26 18:16:35,1750.7,1750.7,1750.7,1750.7,0
2021-09-26 18:16:40,1750.7,1750.7,1750.7,1750.7,0
2021-09-26 18:16:45,1750.7,1750.7,1750.7,1750.7,0
2021-09-26 18:16:50,1750.7,1750.7,1750.7,1750.7,0
2021-09-26 18:16:55,1750.7,1750.7,1750.7,1750.7,0
2021-09-26 18:17:00,1750.7,1750.7,1750.7,1750.7,0
2021-09-26 18:17:05,1750.7,1750.7,1750.7,1750.7,0
2021-09-26 18:17:10,1750.7,1750.7,1750.7,1750.7,0
2021-09-26 18:17:15,1750.7,1750.7,1750.7,1750.7,0
2021-09-26 18:17:20,1750.7,1750.7,1750.7,1750.7,0
2021-09-26 18:17:25,1750.7,1750.7,1750.7,1750.7,0
2021-09-26 18:17:30,1750.4,1750.4,1749.9,1749.9,15
2021-09-26 18:17:35,1749.9,1749.9,1749.9,1749.9,0
2021-09-26 18:17:40,1749.9,1749.9,1749.9,1749.9,0
2021-09-26 18:17:45,1749.9,1749.9,1749.9,1749.9,0
2021-09-26 18:17:50,1749.9,1749.9,1749.9,1749.9,0
2021-09-26 18:17:55,1749.9,1749.9,1749.9,1749.9,0
2021-09-26 18:18:00,1749.9,1749.9,1749.9,1749.9,0
2021-09-26 18:18:05,1749.9,1749.9,1749.9,1749.9,0
2021-09-26 18:18:10,1750.5,1750.5,1750.5,1750.5,1
2021-09-26 18:18:15,1750.5,1750.5,1750.5,1750.5,1
2021-09-26 18:18:20,1750.5,1750.5,1750.5,1750.5,0
2021-09-26 18:18:25,1750.2,1750.4,1750.2,1750.4,2
2021-09-26 18:18:30,1750.3,1750.6,1750.3,1750.6,3
2021-09-26 18:18:35,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:18:40,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:18:45,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:18:50,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:18:55,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:19:00,1750.5,1750.7,1750.5,1750.7,6
2021-09-26 18:19:05,1750.8,1751.0,1750.8,1750.9,6
2021-09-26 18:19:10,1750.9,1750.9,1750.9,1750.9,0
2021-09-26 18:19:15,1750.9,1750.9,1750.9,1750.9,0
2021-09-26 18:19:20,1750.9,1750.9,1750.9,1750.9,0
2021-09-26 18:19:25,1750.9,1750.9,1750.9,1750.9,1
2021-09-26 18:19:30,1750.6,1750.6,1750.6,1750.6,1
2021-09-26 18:19:35,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:19:40,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:19:45,1750.6,1750.6,1750.6,1750.6,1
2021-09-26 18:19:50,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:19:55,1750.6,1750.6,1750.6,1750.6,1
2021-09-26 18:20:00,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:20:05,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:20:10,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:20:15,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:20:20,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:20:25,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:20:30,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:20:35,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:20:40,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:20:45,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:20:50,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:20:55,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:21:00,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:21:05,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:21:10,1750.6,1750.6,1750.6,1750.6,0
2021-09-26 18:21:15,1750.5,1750.5,1750.5,1750.5,2
2021-09-26 18:21:20,1750.5,1750.5,1750.5,1750.5,0
2021-09-26 18:21:25,1750.4,1750.4,1750.4,1750.4,5
2021-09-26 18:21:30,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:21:35,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:21:40,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:21:45,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:21:50,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:21:55,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:22:00,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:22:05,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:22:10,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:22:15,1750.1,1750.1,1750.1,1750.1,53
2021-09-26 18:22:20,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:22:25,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:22:30,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:22:35,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:22:40,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:22:45,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:22:50,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:22:55,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:23:00,1750.4,1750.4,1750.4,1750.4,1
2021-09-26 18:23:05,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:23:10,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:23:15,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:23:20,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:23:25,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:23:30,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:23:35,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:23:40,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:23:45,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:23:50,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:23:55,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:24:00,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:24:05,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:24:10,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:24:15,1750.6,1750.6,1750.6,1750.6,3
2021-09-26 18:24:20,1750.4,1750.4,1750.4,1750.4,1
2021-09-26 18:24:25,1750.4,1750.4,1750.4,1750.4,0
2021-09-26 18:24:30,1750.2,1750.2,1750.2,1750.2,1
2021-09-26 18:24:35,1750.2,1750.2,1750.2,1750.2,0
2021-09-26 18:24:40,1750.2,1750.2,1750.2,1750.2,0
2021-09-26 18:24:45,1750.2,1750.2,1750.2,1750.2,0
2021-09-26 18:24:50,1750.2,1750.2,1750.2,1750.2,0
2021-09-26 18:24:55,1750.2,1750.2,1750.2,1750.2,0
2021-09-26 18:25:00,1750.2,1750.2,1750.2,1750.2,0
2021-09-26 18:25:05,1750.2,1750.2,1750.2,1750.2,0
2021-09-26 18:25:10,1750.2,1750.2,1750.2,1750.2,0
2021-09-26 18:25:15,1750.2,1750.2,1750.2,1750.2,0
2021-09-26 18:25:20,1750.2,1750.2,1750.2,1750.2,0
2021-09-26 18:25:25,1750.2,1750.2,1750.2,1750.2,0
2021-09-26 18:25:30,1750.2,1750.2,1750.2,1750.2,0
2021-09-26 18:25:35,1750.2,1750.2,1750.2,1750.2,0
2021-09-26 18:25:40,1750.2,1750.2,1750.2,1750.2,0
2021-09-26 18:25:45,1750.2,1750.2,1750.2,1750.2,0
2021-09-26 18:25:50,1750.2,1750.2,1750.2,1750.2,1
2021-09-26 18:25:55,1750.3,1750.3,1750.3,1750.3,1
2021-09-26 18:26:00,1750.3,1750.3,1750.3,1750.3,1
2021-09-26 18:26:05,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:26:10,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:26:15,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:26:20,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:26:25,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:26:30,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:26:35,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:26:40,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:26:45,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:26:50,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:26:55,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:27:00,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:27:05,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:27:10,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:27:15,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:27:20,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:27:25,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:27:30,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:27:35,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:27:40,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:27:45,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:27:50,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:27:55,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:28:00,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:28:05,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:28:10,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:28:15,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:28:20,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:28:25,1750.3,1750.3,1750.3,1750.3,0
2021-09-26 18:28:30,1750.2,1750.2,1750.2,1750.2,2
2021-09-26 18:28:35,1750.2,1750.2,1750.2,1750.2,0
2021-09-26 18:28:40,1750.2,1750.2,1750.2,1750.2,0
2021-09-26 18:28:45,1750.2,1750.2,1750.2,1750.2,0
2021-09-26 18:28:50,1750.2,1750.2,1750.2,1750.2,0
2021-09-26 18:28:55,1750.2,1750.2,1750.2,1750.2,0
2021-09-26 18:29:00,1750.2,1750.2,1750.2,1750.2,0
2021-09-26 18:29:05,1750.2,1750.2,1750.2,1750.2,0
2021-09-26 18:29:10,1750.2,1750.2,1750.2,1750.2,0
2021-09-26 18:29:15,1750.2,1750.2,1750.2,1750.2,0
2021-09-26 18:29:20,1750.2,1750.2,1750.2,1750.2,0
2021-09-26 18:29:25,1750.2,1750.2,1750.2,1750.2,0
2021-09-26 18:29:30,1750.2,1750.2,1750.2,1750.2,0
2021-09-26 18:29:35,1750.2,1750.2,1750.2,1750.2,4
2021-09-26 18:29:40,1750.0,1750.0,1750.0,1750.0,1
2021-09-26 18:29:45,1750.0,1750.0,1750.0,1750.0,0
2021-09-26 18:29:50,1750.0,1750.0,1750.0,1750.0,0
2021-09-26 18:29:55,1750.0,1750.0,1750.0,1750.0,0
2021-09-26 18:30:00,1750.0,1750.0,1750.0,1750.0,0
2021-09-26 18:30:05,1750.0,1750.0,1750.0,1750.0,0
2021-09-26 18:30:10,1750.0,1750.0,1750.0,1750.0,0
2021-09-26 18:30:15,1750.0,1750.0,1750.0,1750.0,0
2021-09-26 18:30:20,1750.0,1750.0,1750.0,1750.0,0
2021-09-26 18:30:25,1750.0,1750.0,1750.0,1750.0,0
2021-09-26 18:30:30,1750.0,1750.0,1750.0,1750.0,0
2021-09-26 18:30:35,1750.0,1750.0,1750.0,1750.0,0
2021-09-26 18:30:40,1750.0,1750.0,1750.0,1750.0,0
2021-09-26 18:30:45,1750.0,1750.0,1750.0,1750.0,0
2021-09-26 18:30:50,1750.0,1750.0,1750.0,1750.0,0
2021-09-26 18:30:55,1750.0,1750.0,1750.0,1750.0,0
2021-09-26 18:31:00,1750.0,1750.0,1750.0,1750.0,0
2021-09-26 18:31:05,1750.0,1750.0,1750.0,1750.0,0
2021-09-26 18:31:10,1750.0,1750.0,1750.0,1750.0,0
2021-09-26 18:31:15,1750.0,1750.0,1750.0,1750.0,0
2021-09-26 18:31:20,1750.0,1750.0,1750.0,1750.0,0
2021-09-26 18:31:25,1750.0,1750.0,1750.0,1750.0,0
2021-09-26 18:31:30,1750.0,1750.0,1750.0,1750.0,0
2021-09-26 18:31:35,1750.0,1750.0,1749.9,1749.9,3
2021-09-26 18:31:40,1749.9,1749.9,1749.9,1749.9,0
2021-09-26 18:31:45,1749.9,1749.9,1749.9,1749.9,0
2021-09-26 18:31:50,1750.1,1750.1,1750.1,1750.1,1
2021-09-26 18:31:55,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:32:00,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:32:05,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:32:10,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:32:15,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:32:20,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:32:25,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:32:30,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:32:35,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:32:40,1750.1,1750.1,1750.1,1750.1,0
2021-09-26 18:32:45,1749.8,1749.8,1749.8,1749.8,1
2021-09-26 18:32:50,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:32:55,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:33:00,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:33:05,1749.8,1749.8,1749.8,1749.8,0
2021-09-26 18:33:10,1749.8,1749.8,1749.8,1749.8,0
