date,open,high,low,close,volume
2021-06-22 18:00:00,33871.0,33871.0,33850.0,33864.0,22
2021-06-22 18:00:05,33868.0,33868.0,33851.0,33862.0,5
2021-06-22 18:00:10,33859.0,33863.0,33859.0,33863.0,3
2021-06-22 18:00:15,33862.0,33867.0,33862.0,33863.0,6
2021-06-22 18:00:20,33863.0,33863.0,33863.0,33863.0,0
2021-06-22 18:00:25,33863.0,33863.0,33863.0,33863.0,1
2021-06-22 18:00:30,33860.0,33860.0,33860.0,33860.0,1
2021-06-22 18:00:35,33861.0,33863.0,33861.0,33863.0,5
2021-06-22 18:00:40,33859.0,33859.0,33859.0,33859.0,1
2021-06-22 18:00:45,33859.0,33859.0,33859.0,33859.0,1
2021-06-22 18:00:50,33862.0,33862.0,33862.0,33862.0,1
2021-06-22 18:00:55,33862.0,33862.0,33862.0,33862.0,0
2021-06-22 18:01:00,33862.0,33864.0,33862.0,33863.0,3
2021-06-22 18:01:05,33865.0,33866.0,33865.0,33866.0,2
2021-06-22 18:01:10,33867.0,33867.0,33867.0,33867.0,2
2021-06-22 18:01:15,33867.0,33867.0,33867.0,33867.0,0
2021-06-22 18:01:20,33863.0,33863.0,33863.0,33863.0,5
2021-06-22 18:01:25,33863.0,33863.0,33863.0,33863.0,0
2021-06-22 18:01:30,33863.0,33863.0,33863.0,33863.0,0
2021-06-22 18:01:35,33863.0,33863.0,33863.0,33863.0,0
2021-06-22 18:01:40,33863.0,33863.0,33863.0,33863.0,0
2021-06-22 18:01:45,33861.0,33861.0,33861.0,33861.0,1
2021-06-22 18:01:50,33861.0,33861.0,33861.0,33861.0,0
2021-06-22 18:01:55,33861.0,33861.0,33861.0,33861.0,0
2021-06-22 18:02:00,33861.0,33861.0,33861.0,33861.0,0
2021-06-22 18:02:05,33861.0,33861.0,33861.0,33861.0,0
2021-06-22 18:02:10,33861.0,33861.0,33861.0,33861.0,0
2021-06-22 18:02:15,33863.0,33863.0,33863.0,33863.0,1
2021-06-22 18:02:20,33863.0,33863.0,33863.0,33863.0,0
2021-06-22 18:02:25,33862.0,33862.0,33862.0,33862.0,1
2021-06-22 18:02:30,33864.0,33864.0,33864.0,33864.0,2
2021-06-22 18:02:35,33865.0,33865.0,33865.0,33865.0,2
2021-06-22 18:02:40,33865.0,33865.0,33865.0,33865.0,2
2021-06-22 18:02:45,33863.0,33865.0,33863.0,33865.0,2
2021-06-22 18:02:50,33865.0,33865.0,33865.0,33865.0,0
2021-06-22 18:02:55,33863.0,33864.0,33863.0,33864.0,4
